effBL,log10(Pc),log10(Fvac),log10(eps),timeOfDay
0.9698718754401746,2.4783402599096984,1.4197501733427176,1.6028989417436887,1.7384708800210262
0.9915172022732778,2.7915626985831845,2.44628695993333,0.4170278452133948,12.178457596546085
0.9907147198389825,2.055385634044365,2.770994669950918,0.44074084281321907,2.1771123202527614
0.9924792980972411,2.627066317318764,4.64979451772009,0.5486339179632724,5.357735150568349
0.9876268041998305,2.926794948732545,5.227266672736721,1.4552358928989786,9.520331391618724
0.9655956719446227,3.442047166499891,0.921549097975973,2.0179669137613403,6.95062287196023
0.9802845988712329,2.2130822497286275,1.2617991339956625,0.91799364386785,19.587032618880755
0.9783187311633323,2.266954777074189,3.477943553563164,1.5788569335163494,8.937541025417548
0.9897745611336815,2.809084992454653,0.9989852236151102,0.4202323355964465,4.943009107663837
0.9860092861365701,3.0050332620975047,2.742070714324701,0.9293243364175643,14.05348472418333
0.969916400914829,2.6694082746441476,2.1313020552239728,1.8897889587089636,16.77586640950971
0.9812121374098177,2.360560144190598,3.4436533737584996,1.3514230032868841,21.003299893762293
0.9667528875809038,3.0774791411858047,2.074780195678735,2.2613796906491452,2.833578678119091
0.9915590085742075,2.6176181071423206,4.316703883654849,0.6049990649849908,11.735114411419335
0.9762848608016691,2.0579138727240274,3.8918064347620165,1.8301717280896075,13.752622566657216
0.9758850136401223,3.2931868838908662,2.198103075155911,1.6916207282112998,14.264877050520443
0.9735130785375817,2.85657553175567,2.87878807852555,1.980965556689064,22.672346282590496
0.9928523644095243,2.7003007310298113,3.8723896953698893,0.42236885085842063,16.835808511306173
0.9853884028853118,2.955887785565208,5.4441326092494355,1.944879568883411,6.8302927702595815
0.9935124173893388,2.569860739526994,3.893893814810472,0.34615585177515834,11.08068687119438
0.9894127857369494,2.2482278323040403,1.2584714211535724,0.418938834326602,18.437591723340496
0.97923351212505,2.1910511910339587,1.8821111315784678,1.0829294019304354,20.914127379031186
0.9775651124149248,2.119028352735692,2.845255345838644,1.399909813952056,21.2012118345963
0.9912784758608099,3.2101756620304522,4.827218478538028,0.8578721246917755,9.967116413080767
0.9795737165068225,2.529948513891885,4.923777067193429,2.2164924035919635,3.622101738986615
0.9843925348950532,2.2602949522115448,1.8072949975648558,0.7677021630257035,11.639105528192559
